http,80, 159.89.49.217,3.4037182
http,80, 167.172.128.249,1.7466055
http,80, 50.206.9.153,3.0575719
http,80, 191.102.83.147,3.4581385
http,80, 173.213.216.20,2.2168425
http,80, 50.206.9.157,1.9585511
http,80, 94.177.255.8,4.1314483
https,80, 173.213.216.20,18.1004462
http,80, 187.62.45.130,5.2006399
http,80, 104.40.177.48,2.9693632
http,80, 200.110.172.2,2.7762806
http,80, 13.66.208.202,2.4224926
http,80, 188.213.25.26,3.0863469
http,80, 200.89.178.186,3.0587591
http,80, 85.43.127.116,2.7930428
http,80, 212.17.117.217,4.1900966
http,80, 186.64.120.183,2.6196269
http,80, 209.90.63.108,0.2553622
https,80, 191.234.165.2,3.6640187
http,80, 34.92.109.50,0.3123435
http,80, 34.92.32.144,0.4955929
http,80, 150.66.2.146,1.5551359
http,80, 196.216.253.31,0.9493078
http,80, 41.73.15.134,4.0480527
http,80, 41.73.15.130,2.3643211
http,80, 202.85.52.151,1.4094355
http,80, 183.91.33.41,3.8948764
http,80, 49.247.131.121,0.1013642
https,80, 200.89.178.186,8.4309992
http,80, 105.19.59.192,3.845673
http,80, 105.19.49.182,3.8722961
https,80, 209.90.63.108,0.4042428
http,80, 34.95.172.78,3.9227838
http,80, 105.19.59.193,2.6933643
http,80, 105.19.49.178,3.1434376
http,80, 49.248.93.33,1.0655125
http,80, 113.53.230.167,0.8160234
http,80, 139.5.68.98,2.3763898
http,80, 196.0.24.242,4.1297244
http,80, 103.28.121.58,3.2183987
http,80, 138.201.72.117,4.2654043
http,80, 159.138.1.185,9.2946305
http,80, 159.138.22.112,2.7421914
http,82, 124.156.108.71,1.2583899
https,443, 191.252.101.61,11.1508038
http,999, 200.69.88.69,2.7347694
http,999, 45.71.113.204,3.1920561
https,999, 200.69.88.69,4.5339152
http,1080, 45.113.69.177,13.8048164
http,1080, 37.59.35.174,7.6613644
http,3128, 89.187.181.123,1.8286118
http,3128, 159.203.87.130,2.0225188
http,3128, 167.71.182.183,3.2781285
http,3128, 167.71.250.73,3.2274074
http,3128, 167.71.243.93,3.2060873
http,3128, 159.89.191.89,2.0348839
http,3128, 157.245.4.19,4.4168631
http,3128, 159.203.44.177,1.7415598
http,3128, 144.217.74.219,5.3815053
http,3128, 149.56.106.104,1.9248441
http,3128, 167.71.105.170,1.8798154
http,3128, 13.92.174.3,2.906139
http,3128, 13.92.153.251,1.1383645
http,3128, 34.222.39.75,2.5724949
http,3128, 190.60.4.137,2.2248824
http,3128, 66.7.113.39,2.5610349
http,3128, 129.146.181.251,1.1901946
http,3128, 50.116.3.101,0.9892659
http,3128, 167.71.186.103,3.4500673
http,3128, 137.135.254.0,1.6686916
http,3128, 144.91.83.160,4.0703066
http,3128, 51.15.193.253,2.2780187
http,3128, 62.210.203.105,2.6298285
http,3128, 68.183.216.88,1.9209344
https,3128, 89.187.181.123,3.0180412
https,3128, 167.71.250.73,7.5327408
https,3128, 167.71.105.170,6.1084844
https,3128, 159.89.191.89,2.8528276
https,3128, 157.245.4.19,5.7722158
https,3128, 167.71.243.93,10.4255595
https,3128, 157.245.14.4,8.4069532
https,3128, 198.199.85.139,3.8916477
https,3128, 159.203.87.130,4.2577788
http,3128, 95.216.96.59,2.203059
http,3128, 178.16.152.254,2.7361364
http,3128, 37.59.40.152,1.791952
http,3128, 91.236.239.149,1.9048802
https,3128, 159.203.44.177,4.1828192
https,3128, 13.92.174.3,4.2285406
https,3128, 13.92.153.251,2.3311491
http,3128, 213.159.29.248,6.0375811
http,3128, 132.255.23.157,2.0487236
http,3128, 217.65.5.113,5.5170393
http,3128, 52.157.215.67,1.6493528
https,3128, 167.71.182.183,5.2053483
http,3128, 52.157.215.147,3.3887766
https,3128, 149.56.106.104,4.6632415
https,3128, 66.7.113.39,2.8178672
https,3128, 144.217.74.219,7.2803178
https,3128, 34.222.39.75,2.3506852
https,3128, 50.116.3.101,1.8195967
https,3128, 129.146.181.251,2.6775224
http,3128, 139.180.217.218,1.4704026
https,3128, 51.15.193.253,3.6622125
https,3128, 62.210.203.105,3.5240645
http,3128, 167.71.254.86,5.0417782
http,3128, 151.80.199.89,2.6262554
http,3128, 167.71.97.146,2.3939127
https,3128, 137.135.254.0,5.2566058
http,3128, 40.69.35.132,2.2088485
https,3128, 68.183.216.88,13.4120138
http,3128, 167.71.182.13,3.6896272
https,3128, 37.59.40.152,6.2852454
http,3128, 167.71.186.105,1.6577735
https,3128, 213.136.94.158,12.9515724
https,3128, 144.91.83.160,5.1152544
https,3128, 91.236.239.149,5.4020112
https,3128, 95.216.96.59,3.3479021
https,3128, 35.228.11.221,4.5681541
https,3128, 40.69.35.132,2.6865535
http,3128, 187.62.45.130,2.5094853
https,3128, 52.157.215.67,4.0111962
https,3128, 132.255.23.157,4.2476441
https,3128, 52.157.215.147,4.1450316
https,3128, 167.71.97.146,4.778821
http,3128, 46.41.92.198,2.1701202
http,3128, 200.89.174.181,2.5801962
http,3128, 82.195.2.165,2.9876546
https,3128, 217.65.5.113,8.6523782
http,3128, 5.160.218.71,4.4988416
https,3128, 167.71.182.13,5.8441844
http,3128, 149.28.132.149,1.0333994
http,3128, 195.161.41.124,2.848749
https,3128, 151.80.199.89,5.013802
https,3128, 167.71.254.86,3.9920956
http,3128, 66.42.57.89,1.3814827
https,3128, 167.71.186.105,3.3329588
http,3128, 45.76.156.233,1.0413809
https,3128, 178.16.152.254,4.7954731
http,3128, 45.77.247.141,0.6474885
http,3128, 188.128.83.211,6.2923383
http,3128, 149.28.139.109,0.547729
https,3128, 213.159.29.248,4.2355516
http,3128, 207.148.76.176,0.675269
http,3128, 202.169.42.74,1.2116043
http,3128, 122.154.56.252,2.1411629
http,3128, 193.124.93.202,2.7609614
http,3128, 190.104.142.134,4.7519796
https,3128, 167.71.252.107,7.7053312
https,3128, 139.180.217.218,0.9793284
https,3128, 46.41.92.198,2.8033466
https,3128, 195.161.41.124,2.5616161
https,3128, 186.103.148.204,4.5934396
http,3128, 88.99.76.98,4.3835065
http,3128, 212.22.95.35,1.7678416
http,3128, 136.243.47.220,5.8757607
https,3128, 45.77.247.141,1.2135015
http,3128, 5.196.132.115,3.859819
https,3128, 138.197.169.237,5.2561077
https,3128, 45.76.156.233,1.7664035
https,3128, 149.28.132.149,2.0706086
https,3128, 149.28.139.109,0.9817743
https,3128, 188.128.83.211,4.4970225
https,3128, 66.42.57.89,1.582816
http,3128, 5.196.132.123,2.6062119
http,3128, 23.244.28.27,1.3676261
http,3128, 182.74.243.39,2.4223047
http,3128, 103.28.121.58,4.8663507
http,3128, 116.196.81.58,3.6595083
https,3128, 120.27.27.158,0.1478274
http,3128, 5.196.132.126,3.4671542
https,3128, 207.148.76.176,3.6985229
http,3128, 61.94.151.142,3.932208
http,3128, 36.90.106.166,2.8468921
http,3128, 14.207.62.120,2.3002501
https,3128, 5.196.132.122,3.9606699
https,3128, 195.248.243.208,8.648807
https,3128, 23.244.28.27,2.0295821
https,3128, 212.22.95.35,4.7010456
https,3128, 5.196.132.120,4.8530298
http,3128, 94.23.197.219,2.7924886
https,3128, 5.196.132.113,7.0665524
https,3128, 61.94.151.142,10.6137269
https,3128, 182.74.243.39,4.2735607
https,3128, 36.90.106.166,4.2037765
https,3128, 14.207.62.120,1.3960054
http,3128, 5.196.132.116,6.0438858
https,3128, 194.26.180.142,12.0484798
https,3128, 116.196.81.58,6.9286337
http,3128, 167.71.10.148,9.2083762
http,3129, 84.237.21.153,10.5601165
http,3129, 191.96.42.184,2.5431103
https,3129, 191.96.42.184,2.2774073
http,3129, 154.127.52.195,2.606814
http,3129, 191.96.42.106,1.3760886
https,3129, 191.96.42.106,2.6170959
http,3131, 65.111.164.121,1.9284201
https,3131, 65.111.164.121,3.5398386
http,5555, 194.226.34.132,1.5070192
https,5555, 194.226.34.132,2.6356788
https,6969, 185.101.94.150,3.6282102
http,8080, 198.98.51.240,6.607625
http,8080, 159.203.36.11,5.7478585
http,8080, 104.214.71.169,1.8598014
http,8080, 167.88.117.209,1.7075839
http,8080, 167.99.232.31,5.0097958
http,8080, 206.189.203.92,1.483175
http,8080, 51.79.30.32,2.9178666
http,8080, 51.79.27.171,3.3099045
http,8080, 51.79.24.191,3.3317033
http,8080, 159.203.34.129,4.5019677
http,8080, 67.205.136.66,3.0060197
http,8080, 157.245.90.37,2.0813864
http,8080, 159.203.27.152,1.5294294
http,8080, 134.209.14.170,2.6892509
http,8080, 209.66.197.254,1.0668112
http,8080, 70.56.138.51,3.8507845
http,8080, 138.68.245.127,4.8093947
http,8080, 51.79.29.48,3.7610834
http,8080, 51.79.28.43,2.9857125
http,8080, 167.99.159.6,4.4841768
http,8080, 165.227.202.185,6.3162988
http,8080, 172.106.18.152,2.0926502
https,8080, 167.99.232.31,3.3898477
http,8080, 134.209.254.32,8.0075954
http,8080, 46.101.176.49,5.4453605
https,8080, 157.245.90.37,7.2009794
https,8080, 159.203.27.152,5.5082858
https,8080, 159.203.36.11,3.5043354
http,8080, 167.71.2.77,2.6465669
http,8080, 157.100.54.182,6.4821095
https,8080, 51.79.27.171,3.6005065
https,8080, 51.79.30.32,6.0566838
https,8080, 209.66.197.254,2.5489367
https,8080, 51.79.24.191,5.6467004
https,8080, 172.106.18.152,3.7380519
http,8080, 183.111.25.67,0.6714459
https,8080, 51.79.28.43,7.0397934
http,8080, 183.111.26.15,1.1601326
http,8080, 200.255.122.174,6.7293284
http,8080, 157.245.248.65,1.4320857
http,8080, 51.79.26.31,4.2523852
http,8080, 35.226.179.203,3.523014
http,8080, 51.79.31.188,3.7559929
https,8080, 167.86.70.51,10.9911262
http,8080, 200.255.122.170,23.6831528
http,8080, 165.22.123.198,4.4495253
https,8080, 157.100.54.182,4.7880082
http,8080, 80.59.199.213,0.8589004
http,8080, 80.59.199.212,0.3862159
http,8080, 178.128.62.211,0.9551419
http,8080, 167.71.205.62,1.7639525
https,8080, 51.79.31.188,8.2344967
https,8080, 51.79.26.31,6.7525738
http,8080, 178.128.50.159,0.8839645
http,8080, 202.74.238.112,3.787775
http,8080, 51.79.140.141,1.022139
https,8080, 167.71.2.77,15.3073877
https,8080, 51.79.25.221,19.8594078
http,8080, 170.78.75.111,4.9825597
http,8080, 41.73.15.134,6.7776
http,8080, 203.162.21.216,2.9536288
http,8080, 88.23.101.52,3.9346183
https,8080, 183.111.26.15,6.7702512
https,8080, 183.111.25.67,1.9906685
http,8080, 157.245.57.147,1.390372
https,8080, 35.226.179.203,5.1417805
https,8080, 165.22.123.198,7.9694397
https,8080, 173.212.254.240,4.5981803
http,8080, 41.73.15.130,2.601341
http,8080, 178.128.27.168,1.4644386
http,8080, 209.97.173.184,3.2605493
http,8080, 105.155.251.186,26.7382331
http,8080, 167.172.64.139,1.4636152
http,8080, 159.89.49.217,1.7173273
http,8080, 144.217.169.71,2.8784032
https,8080, 200.89.178.217,3.9537202
https,8080, 88.23.101.52,3.2087322
https,8080, 51.89.228.17,7.2256216
https,8080, 200.178.251.146,11.9131661
https,8080, 200.255.122.174,6.7694392
https,8080, 178.128.62.211,3.761991
https,8080, 200.89.178.198,4.7746553
https,8080, 178.128.50.159,3.5812099
https,8080, 167.71.205.62,3.1962246
https,8080, 200.255.122.170,4.9336842
https,8080, 203.162.21.216,6.4088167
https,8080, 51.79.140.141,1.7173827
http,8080, 95.168.185.183,5.496446
http,8080, 125.16.9.132,5.214224
https,8080, 95.168.185.183,6.978378
https,8080, 178.128.27.168,2.4042838
https,8080, 51.79.140.77,2.6235826
https,8080, 118.99.103.173,5.5986599
https,8080, 180.183.112.183,1.1795403
https,8080, 183.88.195.94,1.3972809
http,8080, 200.89.174.109,4.4666454
https,8080, 196.37.158.200,8.4633436
https,8080, 196.37.158.201,5.5310829
http,8080, 113.161.68.146,1.5298057
http,8081, 115.79.63.188,1.7042603
http,8082, 103.242.13.69,1.0825114
http,8811, 163.172.189.32,2.1279745
http,8811, 51.158.120.84,2.4220088
http,8811, 51.158.108.135,1.7564198
http,8811, 51.158.98.121,2.1774301
http,8811, 51.158.111.242,1.5699815
http,8811, 51.158.111.229,1.7483181
http,8811, 51.158.68.26,2.2061164
http,8811, 51.158.68.133,2.3669061
http,8811, 51.158.113.142,2.3135609
http,8811, 51.158.123.35,2.3245306
http,8811, 51.158.99.51,1.702806
https,8811, 51.158.108.135,4.2538333
https,8811, 51.158.98.121,3.1798622
https,8811, 163.172.189.32,3.7135914
https,8811, 51.158.113.142,5.4248345
https,8811, 51.158.68.133,4.6581835
https,8811, 51.158.120.84,4.1884954
https,8811, 51.158.111.242,3.5800674
https,8811, 51.158.68.26,4.6250396
https,8811, 51.158.111.229,3.9147349
https,8811, 51.158.123.35,3.5391898
https,8811, 51.158.99.51,3.4287543
http,8888, 167.99.52.107,1.9987693
http,8888, 132.148.241.241,1.8065886
https,8888, 132.148.241.241,2.51045
http,8888, 67.79.31.147,3.4739598
http,8888, 103.105.142.132,3.1116865
https,8888, 103.105.142.132,4.8263147
http,9991, 103.216.51.203,4.8920595
https,9991, 194.127.111.218,23.6120882
https,9991, 103.216.51.203,4.5384299
http,31028, 88.80.188.112,2.598982
https,31028, 88.80.188.112,7.1108314
http,32891, 92.52.186.123,5.8678198
http,34964, 130.0.25.46,2.8299906
https,43451, 189.201.192.114,13.9669722
http,44817, 175.100.98.78,6.0089932
http,46615, 190.151.94.2,6.9847875
http,56768, 118.174.234.21,4.1676706
http,61479, 103.53.72.20,4.1440297
